InstallmentRate,CreditHistory,Collateral,CheckingAccount,CreditAmount,EmploymentSince,Purpose,Capacity,Terms,Property,OtherDebtors,ForeignWorker,CreditRisk,Housing,ExistingCredits,Duration,ResidenceSince,Job,PersonalStatusSex,Capital,OtherInstallmentPlans,Age,SavingsAccount,LiablePeople,Character,Income
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,ge7_years,radio_television,medium,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,4,skilled_employee_official,male_single,high,none,Middle,unknown__no_savings,1,bad,high
3,Critical_account__other_credits_elsewhere,none,lt0,Low,_1to4_years,car_new,high,long,real_estate,none,no,Good,rent,2,Short,2,unskilled__resident,male_single,medium,none,Middle,lt100_DM,2,bad,high
2,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,furniture_equipment,medium,short,car_or_other,none,yes,Bad,own,1,Short,4,skilled_employee_official,male_married_widowed,high,none,Young,unknown__no_savings,1,bad,medium
4,Existing_credits_paid_duly_till_now,some,No_Checking,Medium,lt1_year,furniture_equipment,high,medium,unknown__no_property,co_applicant,yes,Bad,rent,1,Medium,1,management_self_employed_highly_qualified_officer,male_single,medium,none,Young,_100to500_DM,1,good,high
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,_4to7_years,furniture_equipment,high,long,building_society_savings__life_insurance,none,yes,Good,own,2,Short,3,skilled_employee_official,male_single,low,none,Middle,lt100_DM,1,bad,medium
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,ge7_years,radio_television,low,medium,real_estate,guarantor,yes,Good,own,1,Short,2,unskilled__resident,male_married_widowed,medium,none,Young,lt100_DM,1,good,high
2,Critical_account__other_credits_elsewhere,none,ge200,Low,ge7_years,car_new,medium,short,car_or_other,none,yes,Good,own,2,Short,4,skilled_employee_official,male_divorced_separated,low,none,Young,_100to500_DM,2,good,high
4,Existing_credits_paid_duly_till_now,some,lt0,Low,lt1_year,car_new,low,long,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
2,Existing_credits_paid_duly_till_now,none,lt0,Low,ge7_years,car_used,low,short,unknown__no_property,none,yes,Good,for_free,1,Medium,4,skilled_employee_official,male_single,low,none,Middle,lt100_DM,2,good,medium
2,Existing_credits_paid_duly_till_now,none,ge200,Low,ge7_years,radio_television,high,short,real_estate,none,yes,Good,own,1,Short,4,skilled_employee_official,male_divorced_separated,low,none,Middle,_100to500_DM,1,good,low
4,Critical_account__other_credits_elsewhere,none,No_Checking,Low,lt1_year,radio_television,low,long,unknown__no_property,none,yes,Bad,own,2,Short,4,skilled_employee_official,male_single,low,bank,Middle,_100to500_DM,2,bad,medium
4,Existing_credits_paid_duly_till_now,none,lt0,Low,lt1_year,car_new,low,long,building_society_savings__life_insurance,none,yes,Bad,rent,1,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,bad,high
4,Existing_credits_paid_duly_till_now,good,_0to200,Low,_1to4_years,car_new,low,short,building_society_savings__life_insurance,guarantor,yes,Bad,own,1,Short,4,unskilled__resident,male_single,low,none,Young,unknown__no_savings,1,good,medium
2,Critical_account__other_credits_elsewhere,some,ge200,Low,_1to4_years,car_used,low,short,car_or_other,none,yes,Good,own,1,Short,2,skilled_employee_official,male_single,low,none,Young,_500to1000_DM,1,bad,high
1,All_credits_at_this_bank_paid_duly,none,No_Checking,Medium,unemployed,car_new,medium,medium,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,2,management_self_employed_highly_qualified_officer,male_single,low,none,Young,_100to500_DM,2,good,low
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,radio_television,high,medium,building_society_savings__life_insurance,none,yes,Good,own,1,Short,2,skilled_employee_official,male_married_widowed,low,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Medium,ge7_years,car_used,medium,long,car_or_other,none,yes,Good,own,1,Medium,2,management_self_employed_highly_qualified_officer,male_single,medium,none,Middle,_100to500_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,_4to7_years,car_new,medium,short,real_estate,none,yes,Bad,own,1,Short,2,skilled_employee_official,male_single,medium,none,Young,lt100_DM,1,bad,medium
2,Existing_credits_paid_duly_till_now,some,_0to200,Low,_1to4_years,car_used,high,long,unknown__no_property,none,yes,Good,for_free,1,Medium,2,management_self_employed_highly_qualified_officer,male_single,low,none,Young,lt100_DM,1,bad,high
2,Existing_credits_paid_duly_till_now,some,ge200,Low,_4to7_years,business,medium,medium,building_society_savings__life_insurance,none,yes,Good,rent,1,Short,4,skilled_employee_official,male_single,low,none,Young,lt100_DM,1,good,high
4,Delay_in_paying_off_in_the_past,none,No_Checking,Low,_1to4_years,radio_television,low,medium,real_estate,co_applicant,yes,Good,rent,2,Short,4,skilled_employee_official,male_married_widowed,low,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,lt1_year,car_new,low,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,1,skilled_employee_official,male_single,low,none,Middle,unknown__no_savings,1,good,medium
4,Critical_account__other_credits_elsewhere,none,lt0,Low,_4to7_years,car_new,high,medium,building_society_savings__life_insurance,none,no,Good,own,2,Short,3,skilled_employee_official,female_divorced_separated_married,medium,none,Young,lt100_DM,1,bad,low
2,Critical_account__other_credits_elsewhere,none,lt0,Low,lt1_year,car_new,high,medium,real_estate,none,no,Good,own,1,Short,4,unskilled__resident,male_single,high,none,Middle,lt100_DM,2,good,medium
2,Critical_account__other_credits_elsewhere,none,_0to200,Medium,lt1_year,furniture_equipment,high,medium,building_society_savings__life_insurance,none,yes,Bad,rent,2,Medium,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,medium
3,Existing_credits_paid_duly_till_now,some,lt0,Low,ge7_years,car_new,medium,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,2,skilled_employee_official,male_single,high,none,Middle,_100to500_DM,1,good,high
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,ge7_years,radio_television,medium,short,unknown__no_property,none,yes,Good,for_free,2,Short,4,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,good,high
3,Critical_account__other_credits_elsewhere,none,_0to200,Low,ge7_years,repairs,high,long,unknown__no_property,none,yes,Good,for_free,2,Short,4,skilled_employee_official,male_single,low,none,Middle,lt100_DM,1,bad,high
2,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,radio_television,high,short,real_estate,none,yes,Bad,own,1,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,low
3,No_credits_taken__all_paid_duly,some,lt0,Medium,_1to4_years,furniture_equipment,high,long,unknown__no_property,none,yes,Bad,for_free,2,Medium,4,skilled_employee_official,male_single,medium,none,Middle,lt100_DM,2,bad,low
3,Existing_credits_paid_duly_till_now,none,_0to200,Low,_4to7_years,car_used,medium,medium,car_or_other,none,yes,Good,own,1,Short,4,skilled_employee_official,female_divorced_separated_married,medium,none,Young,_100to500_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_1to4_years,radio_television,high,short,real_estate,guarantor,yes,Good,own,1,Short,4,unskilled__resident,female_divorced_separated_married,medium,none,Young,lt100_DM,2,good,high
2,Existing_credits_paid_duly_till_now,some,No_Checking,Medium,lt1_year,car_used,high,medium,car_or_other,none,yes,Good,own,2,Short,3,skilled_employee_official,male_single,low,none,Young,lt100_DM,1,good,low
4,Critical_account__other_credits_elsewhere,some,_0to200,Low,_1to4_years,education,high,long,car_or_other,none,yes,Good,own,1,Short,3,skilled_employee_official,female_divorced_separated_married,low,none,Young,_100to500_DM,1,bad,high
2,Critical_account__other_credits_elsewhere,some,_0to200,Low,_4to7_years,radio_television,low,short,real_estate,none,yes,Good,own,2,Short,1,unskilled__resident,male_single,low,none,Middle,lt100_DM,2,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,radio_television,low,medium,car_or_other,none,yes,Bad,rent,1,Medium,4,skilled_employee_official,male_divorced_separated,low,none,Young,lt100_DM,1,good,high
3,Existing_credits_paid_duly_till_now,none,lt0,Low,lt1_year,car_new,medium,short,real_estate,none,yes,Good,own,1,Short,4,unskilled__resident,male_single,low,none,Middle,lt100_DM,2,bad,medium
3,Existing_credits_paid_duly_till_now,some,No_Checking,Low,_4to7_years,education,low,long,car_or_other,none,yes,Good,own,2,Medium,1,skilled_employee_official,male_single,low,none,Young,lt100_DM,2,bad,high
2,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_1to4_years,car_new,medium,long,car_or_other,none,yes,Bad,rent,2,Short,4,skilled_employee_official,female_divorced_separated_married,high,none,Young,_100to500_DM,1,good,high
4,Delay_in_paying_off_in_the_past,none,_0to200,Low,_1to4_years,car_used,high,medium,real_estate,none,yes,Good,rent,1,Short,4,skilled_employee_official,male_married_widowed,low,none,Middle,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,_4to7_years,radio_television,high,medium,building_society_savings__life_insurance,none,yes,Good,own,1,Short,3,skilled_employee_official,male_married_widowed,low,none,Young,_100to500_DM,1,good,low
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,lt1_year,radio_television,high,medium,car_or_other,none,yes,Good,own,2,Short,2,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,bad,high
2,Critical_account__other_credits_elsewhere,none,ge200,Low,lt1_year,education,medium,medium,car_or_other,none,yes,Bad,rent,1,Short,1,skilled_employee_official,male_divorced_separated,low,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,unemployed,car_new,medium,medium,building_society_savings__life_insurance,none,yes,Good,own,1,Short,3,management_self_employed_highly_qualified_officer,female_divorced_separated_married,low,none,Old,unknown__no_savings,1,good,high
3,Critical_account__other_credits_elsewhere,none,No_Checking,Low,ge7_years,furniture_equipment,medium,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,low
4,Existing_credits_paid_duly_till_now,none,lt0,Medium,ge7_years,car_new,low,medium,unknown__no_property,none,yes,Bad,for_free,1,Medium,4,management_self_employed_highly_qualified_officer,male_single,medium,bank,Middle,lt100_DM,1,good,high
1,Existing_credits_paid_duly_till_now,none,ge200,Low,lt1_year,furniture_equipment,low,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,1,unskilled__resident,female_divorced_separated_married,low,stores,Middle,lt100_DM,1,good,high
1,Existing_credits_paid_duly_till_now,none,No_Checking,Low,lt1_year,radio_television,low,medium,real_estate,none,yes,Bad,rent,1,Short,1,skilled_employee_official,male_married_widowed,low,none,Young,lt100_DM,1,bad,low
4,Delay_in_paying_off_in_the_past,some,_0to200,Low,ge7_years,car_new,low,long,unknown__no_property,none,yes,Good,for_free,2,Short,4,skilled_employee_official,male_single,low,none,Old,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Medium,ge7_years,furniture_equipment,medium,short,building_society_savings__life_insurance,none,yes,Bad,own,1,Medium,4,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,good,high
2,Existing_credits_paid_duly_till_now,none,ge200,Low,_1to4_years,furniture_equipment,medium,long,real_estate,none,yes,Bad,own,1,Short,1,unskilled__resident,male_single,low,none,Young,lt100_DM,2,bad,high
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,ge7_years,car_new,high,short,real_estate,none,yes,Good,own,2,Short,4,unskilled__resident,male_single,medium,none,Old,lt100_DM,1,good,medium
4,Delay_in_paying_off_in_the_past,some,lt0,Low,unemployed,car_new,high,long,real_estate,none,yes,Bad,for_free,2,Short,2,skilled_employee_official,male_single,low,none,Middle,lt100_DM,2,good,high
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,_1to4_years,car_new,low,long,car_or_other,none,yes,Good,own,1,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,low
3,Existing_credits_paid_duly_till_now,some,_0to200,Low,_4to7_years,radio_television,medium,medium,car_or_other,none,yes,Good,own,1,Short,1,skilled_employee_official,male_single,low,bank,Young,lt100_DM,2,good,medium
4,All_credits_at_this_bank_paid_duly,good,lt0,Low,_1to4_years,radio_television,high,long,real_estate,none,yes,Bad,own,1,Short,4,unskilled__resident,female_divorced_separated_married,low,bank,Young,lt100_DM,1,bad,low
2,Critical_account__other_credits_elsewhere,none,_0to200,Medium,_4to7_years,car_used,low,long,unknown__no_property,none,yes,Good,for_free,2,Medium,1,skilled_employee_official,male_single,low,none,Young,unknown__no_savings,1,good,medium
4,Critical_account__other_credits_elsewhere,none,_0to200,Low,_4to7_years,repairs,low,short,real_estate,none,yes,Good,own,2,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,unknown__no_savings,1,good,medium
2,All_credits_at_this_bank_paid_duly,none,_0to200,Low,ge7_years,radio_television,medium,short,building_society_savings__life_insurance,none,yes,Good,own,1,Short,4,unskilled__resident,male_single,medium,bank,Middle,_500to1000_DM,2,bad,high
1,Existing_credits_paid_duly_till_now,some,lt0,Medium,_4to7_years,radio_television,high,long,real_estate,guarantor,yes,Bad,own,2,Medium,1,skilled_employee_official,male_married_widowed,low,none,Young,lt100_DM,1,good,medium
4,Critical_account__other_credits_elsewhere,none,No_Checking,Low,lt1_year,car_new,high,short,car_or_other,none,yes,Good,own,1,Short,1,skilled_employee_official,male_single,low,none,Young,_100to500_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_4to7_years,education,medium,long,building_society_savings__life_insurance,none,yes,Good,own,2,Short,4,management_self_employed_highly_qualified_officer,female_divorced_separated_married,medium,none,Old,lt100_DM,1,good,high
2,Existing_credits_paid_duly_till_now,good,No_Checking,Low,lt1_year,radio_television,high,long,car_or_other,none,yes,Bad,own,1,Short,1,skilled_employee_official,male_single,low,stores,Young,lt100_DM,1,good,medium
3,No_credits_taken__all_paid_duly,none,No_Checking,Low,lt1_year,car_new,low,medium,car_or_other,none,yes,Bad,own,2,Short,3,skilled_employee_official,female_divorced_separated_married,low,none,Young,_100to500_DM,1,good,medium
1,No_credits_taken__all_paid_duly,none,_0to200,Low,_1to4_years,car_new,high,short,building_society_savings__life_insurance,none,yes,Bad,own,2,Short,4,skilled_employee_official,female_divorced_separated_married,low,bank,Young,unknown__no_savings,1,good,high
3,All_credits_at_this_bank_paid_duly,none,lt0,Low,_4to7_years,furniture_equipment,medium,short,car_or_other,none,yes,Bad,own,1,Short,4,skilled_employee_official,male_single,low,bank,Young,lt100_DM,1,bad,medium
2,Critical_account__other_credits_elsewhere,some,No_Checking,Low,lt1_year,furniture_equipment,medium,short,real_estate,none,yes,Bad,own,2,Short,2,unskilled__resident,male_single,low,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,some,lt0,Low,ge7_years,car_used,medium,long,unknown__no_property,none,yes,Good,for_free,1,Short,4,skilled_employee_official,male_single,low,bank,Middle,unknown__no_savings,2,good,high
4,All_credits_at_this_bank_paid_duly,none,lt0,Low,_4to7_years,radio_television,high,medium,car_or_other,guarantor,yes,Bad,rent,1,Short,4,unskilled__resident,male_single,low,bank,Young,lt100_DM,1,good,high
2,Delay_in_paying_off_in_the_past,good,ge200,Low,lt1_year,radio_television,low,short,building_society_savings__life_insurance,none,yes,Good,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,medium,bank,Young,lt100_DM,1,bad,high
1,Existing_credits_paid_duly_till_now,none,No_Checking,High,_1to4_years,car_new,medium,long,unknown__no_property,none,yes,Bad,for_free,1,Medium,4,skilled_employee_official,male_single,high,none,Young,unknown__no_savings,1,good,medium
4,Delay_in_paying_off_in_the_past,none,No_Checking,Low,_1to4_years,business,high,medium,building_society_savings__life_insurance,none,yes,Good,own,2,Short,2,management_self_employed_highly_qualified_officer,male_single,low,bank,Young,unknown__no_savings,1,bad,high
3,Delay_in_paying_off_in_the_past,some,No_Checking,Low,_4to7_years,radio_television,medium,short,building_society_savings__life_insurance,none,yes,Good,rent,2,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,_100to500_DM,1,bad,high
2,Existing_credits_paid_duly_till_now,none,lt0,Low,_4to7_years,car_new,high,long,car_or_other,none,yes,Bad,own,1,Short,3,skilled_employee_official,male_divorced_separated,low,none,Young,lt100_DM,1,good,high
2,Critical_account__other_credits_elsewhere,none,_0to200,Low,ge7_years,radio_television,medium,medium,car_or_other,none,yes,Good,own,1,Short,2,skilled_employee_official,male_single,low,none,Young,ge1000_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_4to7_years,radio_television,medium,long,car_or_other,none,yes,Good,own,2,Medium,1,skilled_employee_official,male_single,low,none,Middle,unknown__no_savings,2,good,high
3,Existing_credits_paid_duly_till_now,none,lt0,Medium,_1to4_years,radio_television,medium,short,car_or_other,none,yes,Bad,own,1,Medium,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,lt1_year,furniture_equipment,low,medium,real_estate,none,yes,Bad,rent,1,Short,4,unskilled__resident,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
3,Critical_account__other_credits_elsewhere,some,_0to200,Low,_4to7_years,radio_television,medium,short,car_or_other,co_applicant,yes,Good,own,1,Medium,2,skilled_employee_official,male_single,low,none,Middle,lt100_DM,1,good,high
2,Existing_credits_paid_duly_till_now,none,_0to200,Low,unemployed,car_used,high,short,building_society_savings__life_insurance,none,yes,Good,rent,1,Short,4,management_self_employed_highly_qualified_officer,female_divorced_separated_married,low,none,Young,unknown__no_savings,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,business,high,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,4,unskilled__resident,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,some,No_Checking,Low,ge7_years,radio_television,low,long,car_or_other,none,yes,Good,own,2,Short,4,unskilled__resident,male_single,low,none,Young,lt100_DM,1,good,high
2,Critical_account__other_credits_elsewhere,some,_0to200,Low,_4to7_years,furniture_equipment,low,medium,car_or_other,co_applicant,yes,Good,own,2,Short,3,skilled_employee_official,female_divorced_separated_married,low,bank,Young,lt100_DM,1,bad,high
2,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_4to7_years,radio_television,medium,short,real_estate,none,yes,Good,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
3,Critical_account__other_credits_elsewhere,none,_0to200,Low,_1to4_years,education,low,long,car_or_other,none,yes,Good,own,2,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,unknown__no_savings,1,bad,medium
4,Critical_account__other_credits_elsewhere,none,No_Checking,Low,lt1_year,car_new,high,long,car_or_other,none,yes,Bad,own,2,Medium,4,skilled_employee_official,male_divorced_separated,low,none,Young,lt100_DM,1,good,medium
4,Existing_credits_paid_duly_till_now,good,_0to200,Low,lt1_year,retraining,medium,short,car_or_other,none,yes,Good,own,2,Short,3,unskilled__resident,male_married_widowed,high,none,Young,lt100_DM,1,good,low
3,Critical_account__other_credits_elsewhere,none,No_Checking,Low,ge7_years,car_new,medium,short,real_estate,guarantor,yes,Bad,own,2,Short,3,skilled_employee_official,male_single,low,bank,Young,lt100_DM,1,good,low
1,Critical_account__other_credits_elsewhere,none,No_Checking,Low,lt1_year,car_new,low,medium,real_estate,none,yes,Good,own,2,Short,3,unskilled__resident,male_single,low,bank,Middle,lt100_DM,2,good,medium
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,furniture_equipment,medium,long,real_estate,none,yes,Good,rent,1,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,some,No_Checking,Low,lt1_year,repairs,low,short,unknown__no_property,none,yes,Bad,rent,1,Medium,1,unskilled__resident,male_single,medium,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,some,_0to200,Low,ge7_years,car_new,medium,medium,unknown__no_property,none,yes,Good,for_free,1,Short,4,management_self_employed_highly_qualified_officer,female_divorced_separated_married,low,none,Middle,unknown__no_savings,1,good,medium
1,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,furniture_equipment,low,medium,real_estate,none,yes,Bad,rent,1,Short,4,skilled_employee_official,female_divorced_separated_married,low,bank,Young,lt100_DM,1,bad,high
2,Critical_account__other_credits_elsewhere,none,lt0,Low,_1to4_years,car_new,high,medium,real_estate,none,yes,Good,rent,2,Short,2,skilled_employee_official,male_single,medium,none,Young,lt100_DM,2,bad,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,furniture_equipment,high,long,building_society_savings__life_insurance,guarantor,yes,Good,own,1,Short,1,unskilled__resident,male_single,high,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,_1to4_years,domestic_appliances,medium,long,real_estate,none,yes,Bad,own,1,Short,3,unskilled__resident,male_married_widowed,medium,none,Middle,lt100_DM,1,good,medium
3,Critical_account__other_credits_elsewhere,good,lt0,Low,ge7_years,furniture_equipment,low,short,building_society_savings__life_insurance,none,yes,Bad,own,2,Short,3,skilled_employee_official,male_single,medium,none,Old,lt100_DM,1,bad,high
4,Critical_account__other_credits_elsewhere,some,lt0,Low,_4to7_years,radio_television,high,medium,real_estate,none,yes,Good,own,4,Short,3,unskilled__resident,female_divorced_separated_married,low,none,Old,lt100_DM,1,good,medium
4,Delay_in_paying_off_in_the_past,none,No_Checking,Low,_1to4_years,car_new,high,short,car_or_other,none,yes,Good,rent,2,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Middle,unknown__no_savings,1,good,low
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,ge7_years,business,high,medium,real_estate,none,yes,Good,own,1,Short,4,unskilled__resident,female_divorced_separated_married,low,bank,Young,ge1000_DM,1,bad,high
3,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_1to4_years,car_new,medium,long,building_society_savings__life_insurance,none,yes,Bad,rent,1,Short,4,unskilled__resident,female_divorced_separated_married,low,none,Young,lt100_DM,1,bad,high
4,All_credits_at_this_bank_paid_duly,none,lt0,Low,ge7_years,others,medium,short,car_or_other,none,yes,Bad,own,1,Short,3,management_self_employed_highly_qualified_officer,male_single,high,stores,Middle,unknown__no_savings,1,bad,high
1,All_credits_at_this_bank_paid_duly,none,No_Checking,Low,lt1_year,car_new,high,long,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,1,unskilled__resident,female_divorced_separated_married,low,stores,Young,_100to500_DM,1,bad,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,_4to7_years,car_new,high,long,car_or_other,none,yes,Bad,rent,2,Short,4,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,bad,high
1,No_credits_taken__all_paid_duly,some,No_Checking,Low,_1to4_years,business,low,long,real_estate,none,yes,Bad,own,3,Short,4,unskilled__resident,male_single,low,none,Young,lt100_DM,1,good,low
2,Critical_account__other_credits_elsewhere,some,_0to200,Low,_4to7_years,car_new,medium,medium,building_society_savings__life_insurance,none,yes,Bad,own,2,Short,2,skilled_employee_official,male_single,low,bank,Young,lt100_DM,1,good,medium
1,Delay_in_paying_off_in_the_past,some,_0to200,Low,_1to4_years,business,high,medium,unknown__no_property,none,yes,Good,for_free,1,Short,2,skilled_employee_official,male_single,low,none,Young,lt100_DM,1,good,high
1,Existing_credits_paid_duly_till_now,none,No_Checking,Low,lt1_year,radio_television,medium,medium,real_estate,guarantor,yes,Good,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,low,none,Middle,lt100_DM,1,good,medium
4,Existing_credits_paid_duly_till_now,some,No_Checking,Low,_1to4_years,furniture_equipment,medium,medium,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
4,All_credits_at_this_bank_paid_duly,none,No_Checking,Low,_4to7_years,education,medium,long,unknown__no_property,none,yes,Bad,for_free,1,Short,4,unskilled__resident,female_divorced_separated_married,medium,bank,Young,lt100_DM,1,bad,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,_1to4_years,furniture_equipment,low,long,car_or_other,none,yes,Bad,own,1,Medium,2,management_self_employed_highly_qualified_officer,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,ge200,Low,lt1_year,furniture_equipment,high,long,building_society_savings__life_insurance,none,yes,Good,own,1,Short,2,skilled_employee_official,female_divorced_separated_married,low,none,Young,lt100_DM,1,good,high
4,All_credits_at_this_bank_paid_duly,none,lt0,Low,_1to4_years,furniture_equipment,medium,medium,real_estate,none,yes,Good,own,1,Short,4,skilled_employee_official,male_single,high,stores,Young,_500to1000_DM,1,good,medium
3,Critical_account__other_credits_elsewhere,none,_0to200,Low,_1to4_years,business,high,medium,real_estate,none,yes,Good,own,1,Short,2,management_self_employed_highly_qualified_officer,male_single,low,none,Old,lt100_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,No_Checking,Low,_1to4_years,radio_television,low,long,unknown__no_property,co_applicant,yes,Bad,for_free,1,Medium,4,skilled_employee_official,female_divorced_separated_married,medium,none,Middle,_100to500_DM,1,good,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,lt1_year,radio_television,high,medium,real_estate,none,yes,Good,own,1,Short,1,skilled_employee_official,male_single,low,none,Young,lt100_DM,1,bad,high
4,Existing_credits_paid_duly_till_now,none,_0to200,Low,ge7_years,car_used,high,medium,unknown__no_property,none,yes,Good,for_free,1,Short,4,skilled_employee_official,male_single,low,bank,Middle,unknown__no_savings,2,good,medium
4,Existing_credits_paid_duly_till_now,none,lt0,Low,unemployed,domestic_appliances,high,long,building_society_savings__life_insurance,none,yes,Bad,own,1,Short,3,skilled_employee_official,female_divorced_separated_married,low,none,Young,_100to500_DM,1,good,high
1,Existing_credits_paid_duly_till_now,none,ge200,Low,ge7_years,car_new,high,short,unknown__no_property,none,yes,Bad,for_free,1,Short,4,unskilled__resident,female_divorced_separated_married,medium,none,Middle,_100to500_DM,2,good,high
4,Existing_credits_paid_duly_till_now,none,lt0,Low,lt1_year,radio_television,low,medium,car_or_other,none,yes,Good,own,1,Short,2,skilled_employee_official,female_divorced_separated_married,low,bank,Young,ge1000_DM,1,good,low
1,All_credits_at_this_bank_paid_duly,some,lt0,Low,_1to4_years,car_used,high,long,car_or_other,guarantor,no,Good,rent,1,Short,4,skilled_employee_official,female_divorced_separated_married,low,bank,Young,lt100_DM,1,bad,low
4,Delay_in_paying_off_in_the_past,none,_0to200,Low,_4to7_years,furniture_equipment,medium,medium,real_estate,none,yes,Bad,own,1,Short,1,skilled_employee_official,female_divorced_separated_married,medium,none,Young,lt100_DM,1,bad,high
2,No_credits_taken__all_paid_duly,none,No_Checking,Medium,_1to4_years,business,medium,medium,car_or_other,none,yes,Good,own,1,Medium,2,management_self_employed_highly_qualified_officer,male_single,low,bank,Middle,unknown__no_savings,1,good,medium
2,Delay_in_paying_off_in_the_past,none,No_Checking,Medium,_1to4_years,radio_television,high,long,unknown__no_property,none,yes,Good,for_free,1,Long,2,management_self_employed_highly_qualified_officer,male_single,low,none,Young,unknown__no_savings,1,bad,high
1,Critical_account__other_credits_elsewhere,none,lt0,Low,_1to4_years,car_new,high,short,real_estate,none,yes,Good,rent,3,Short,3,skilled_employee_official,male_single,low,none,Young,lt100_DM,2,good,high
